x,y
-0.5021923505314568,-1.3373080520374276
0.13153116532730252,1.626176037577102
-0.07891708981886997,-0.6269815192141084
0.8867848094178447,2.6164452509722724
0.11697127051084126,-1.2240511815204043
0.31863008761703204,0.2369542551851438
-0.5817906847159104,-1.9399986547681392
0.7145327108915683,1.059768910482127
-0.8252594258627688,-0.41041739310874736
-0.3598621313954654,-0.827158071130912
0.08988614377753051,0.3523657937792613
0.09627446028513008,0.44715018881888224
-0.20163395218335448,-1.0178017333611318
0.7398404998784306,0.0504659037558417
0.1233795010888694,-0.08421643243830226
-0.029316709229347353,0.06975264491743938
-0.3888542469034991,0.24041149865610278
0.5108562573699248,0.7661388231760953
-0.9138141853691856,-2.1301693814310663
2.3102968227790566,6.2357843281503875
-0.4380899811273174,-1.64989331680189
0.764060616410438,1.952123634383529
0.26196129139287866,-0.060024398543599644
0.7734045967784472,1.961844872456037
-0.8143791248754534,-3.174019906374895
-0.43845056907460883,-1.3956506428972766
-0.7202215502160763,-1.720234654784842
0.23094453225263267,1.4693464465810895
-1.1577294623998329,-2.785028878414699
0.247075992728822,0.7920490238350384
-0.09111356147282432,-0.6000215560182778
1.7573756220280488,2.6643704677648934
-0.13792961173114632,0.41318697091012546
-0.11119349528242826,-0.68258318532682
-0.6900143205694169,-0.031844263593927113
-0.2217942300196934,-5.170757758748978e-4
0.182907683594697,0.2148891788286213
0.4173232862267487,1.2901954292683087
1.0654023270455453,2.0906499727923893
0.9702020173405432,2.3965250782275347
-0.10162923846163249,-0.6116835064110344
1.4032034885582059,0.669913121506347
-1.7767756322946446,-3.396729348202698
0.6228673909910097,1.9057836831553292
-0.5222833512770081,-2.0264011156275936
1.3222309556846976,1.5308182071660132
-0.36344032684465594,-1.1642283304187613
1.3190657425688024,2.1220202384641897
0.04377906764429736,0.506554125859626
-1.8786558820061892,-3.6231563272967797
-0.44706218201964787,0.14056209051670954
-1.7385979472078978,-1.8236926684011052
0.17886484862715266,0.33978287985744726
1.8974657001462112,3.770728079673824
-2.271925486019296,-4.293604071563643
0.9804641387346081,1.6238037414519253
-1.3988256162924468,-2.9110049375619442
1.824872422943582,3.550861930974447
1.381298729928829,3.02668428267373
-0.8388518750343523,-1.5387200641773742
-0.2619957745140308,-0.7662610478664448
-0.0688440280170231,-0.07865667431093973
-0.37888355653010625,-0.9350389814440901
2.5819589277243313,5.958598123608808
0.12983413734558594,0.26640606139708
-0.7130249802163541,-2.055840253426464
0.637994242919495,1.0234987032754352
0.20169159161591677,-0.2870389802655614
-0.06991694824020347,0.06270824876752834
-0.09248987540274507,0.6614016870069374
0.4489032731113759,1.529880608028812
-1.064355670687367,-1.9272978167714538
-1.1624193221422257,-2.415909288012887
1.6485217467044548,3.5865276185055537
-2.0620960193399154,-4.178876977885279
0.012749720964968625,-2.0163504116918842
-1.0875283493104273,-1.8166874571339084
0.27053949320434084,0.1684781347926294
1.0084518732727352,3.2852125870637723
-2.074404754256444,-1.9802091913467446
0.8968222717856111,0.5539217014007032
-0.04999576687604461,0.4898823544814571
-1.3453493104433716,-2.566679332311803
-1.9312115343497391,-4.386130855144222
0.7095815834770909,2.0393911699738387
-0.15790503191631203,0.39241152065575685
0.21636787270849275,0.3395373942414008
0.8173620757752537,1.3395274506367294
1.7271757545032458,2.3685362781117014
-0.10377029246327493,-0.8323556413662347
-0.5571222908242994,-1.3472511247854837
1.428301429876461,2.6057859959951353
-0.8929574021001412,-0.8320194679764297
-1.1575712400726719,-2.581114986818683
-0.5302964549290572,0.8346830367752511
2.4456827576668294,4.461374688085056
-0.8324957979974119,-0.0894446015758883
0.4135198488299007,0.9889808973830779
-1.178683140724628,-3.442819188394966
-1.1740347584692243,-1.7711322164139505
